Genome	taxID	taxLvl	seqLvl	ANI	Completeness	Contamination	Contigs	N50	GC	Coding_density	Predicted_genes	Lowest	RTLpath	Mash	Dada2	Centrifuge	Kaiju	CheckM	
Carnobacterium_sp_17-4_genomic	208596	species	species	100.00	98.91	2.37	2	2635294	35.2	84.64	2504	208596	208596	208596	2747	208596	208596	186826
Flavobacterium_psychrophilum_FPG3_genomic	96345	species	species	100.00	99.29	0.35	1	2715910	32.7	86.97	2358	96345	96345	96345	96345	96345	96345	49546
Bacillus_sp_Pc3_genomic	1	NA	NA	100.00	99.38	0.00	1	3982169	46.5	88.57	3807	1	492670	1386	1	492670	492670	55087
Gramella_sp_MAR_2010_102_genomic	292691	genus	genus	100.00	99.62	1.14	2	3545081	37.0	90.36	3225	292691	279359	1250231	292691	279359	279359	1
Thalassolituus_oleivorans_R6-15_genomic	187493	species	species	100.00	99.48	1.41	1	3764054	46.6	90.09	3434	187493	187493	187493	187492	187493	187493	1236
Vibrio_nigripulchritudo_str_SFn1_genomic	28173	species	species	100.00	98.90	3.80	2	4109740	45.7	88.23	5658	28173	28173	28173	1	28173	28173	641
Algibacter_sp_HZ22_genomic	1736674	species	species	100.00	98.68	0.53	1	3994771	31.8	90.14	3342	1736674	1736674	1736674	261827	49546	49546	1
Pyrococcus_sp_ST04_genomic	1183377	species	species	100.00	100.00	0.00	1	1736886	42.3	92.70	1831	1183377	1183377	1183377	2260	1183377	1183377	28890
Fibrella_aestuarina_strain_BUZ_2_genomic	651143	species	species	100.00	100.00	1.19	13	902348	56.4	89.27	5773	651143	651143	651143	861914	651143	651143	768507
Streptomyces_sp_PVA_94-07_genomic	1883	genus	genus	100.00	99.89	0.14	20	559062	73.1	86.90	6028	1883	1888	1223307	1	1888	1888	2062
Thermotoga_maritima_MSB8_4_genomic	2336	species	species	100.00	100.00	3.51	1	1860726	46.2	94.91	1866	2336	2336	2336	2335	2336	2336	2
Magnetospira_sp_QH-2_genomic	1288970	species	species	100.00	99.50	1.00	2	4021307	59.4	90.42	3807	1288970	1288970	1288970	1	28211	28211	204441
Edwardsiella_piscicida_strain_S11-285_genomic	1	NA	NA	100.00	97.19	0.25	2	3923603	59.5	84.88	3468	1	636	1263550	132406	636	636	543
MC7_S3_contigs	62322	species	species	97.28	99.53	0.03	147	185249	46.2	85.35	4488	62322	62322	22	2	62322	62322	135622
Titti28_S8_contigs	1760	class	class	86.61	99.49	0.83	315	1176411	68.8	88.87	3924	1760	85023	1	1	85023	85023	2037
LAB19_S6_contigs	2	superkingdom	superkingdom	96.34	100.00	113.95	2094	323984	57.7	89.99	8537	2	2748	2748	2	2747	1760	2
KH11J01_S12_contigs	41275	genus	genus	96.10	99.68	16.36	2939	21186	62.3	79.09	5990	41275	1229204	41276	1	1229204	1229204	28211
Alcanivorax_borkumensis_SK2_genomic	59754	species	species	100.00	100.00	0.00	1	3120144	54.7	87.55	2820	59754	59754	59754	59753	59754	59754	1236
Marinobacter_aquaeolei_VT8_genomic	2743	species	species	100.00	100.00	0.50	3	4326849	56.9	90.79	4458	2743	2743	2743	2742	2743	2743	1236
Planococcus_antarcticus_DSM_14505_genomic	161360	species	species	100.00	99.34	2.87	3	3782009	43.2	82.46	3768	161360	161360	161360	1	161360	161360	91061
Vibrio_fischeri_MJ11_genomic	668	species	species	100.00	99.93	0.68	6	2392623	38.2	87.43	3992	668	668	668	1	668	668	641
Weissella_ceti_strain_WS08_genomic	759620	species	species	100.00	98.04	0.00	1	1355854	40.8	86.41	1271	759620	759620	759620	759620	759620	759620	186826
Haloferax_mediterranei_ATCC_33500_genomic	183963	class	class	100.00	99.25	0.00	4	2948884	60.3	85.76	3954	183963	2252	2252	2251	2252	2252	2236
Methanococcus_aeolicus_Nankai-3_genomic	42879	species	species	100.00	99.03	0.00	1	1569501	30.0	84.94	1525	42879	42879	42879	2184	42879	42879	28890
Thermotoga_neapolitana_DSM_4359_genomic	2337	species	species	100.00	100.00	0.00	1	1884563	46.9	95.21	1915	2337	2337	2337	1	2337	2337	2
2_S2_contigs	55601	species	species	99.93	100.00	1.11	232	118550	44.2	87.03	3990	55601	55601	55601	2	55601	55601	641
LAB01_S4_contigs	2	superkingdom	superkingdom	96.35	98.28	110.50	1934	344112	57.5	90.17	8301	2	2748	2748	2	2748	1760	2
Thioflavicoccus_mobilis_8321_genomic	80679	species	species	100.00	98.67	0.02	2	4048921	65.6	84.41	3720	80679	80679	80679	1046	80679	80679	1236
Roseibacterium_elongatum_DSM_19469_genomic	159346	species	species	100.00	97.94	0.91	1	3555110	65.7	89.59	3543	159346	159346	159346	1	159346	159346	31989
ukjent1_S8_contigs	645	species	species	99.60	99.46	2.24	717	43440	58.5	84.90	4693	645	645	645	1	645	645	1236
Gramella_sp_LPB0144_genomic	1913577	species	species	100.00	99.62	0.76	1	2978890	38.2	91.66	2649	1913577	1913577	1913577	292691	49546	292691	1
Erythrobacter_gangjinensis_strain_JCM_15420_genomic	502682	species	species	100.00	99.25	0.34	2	2495029	62.7	92.03	2657	502682	502682	502682	1041	204457	204457	204457
Psychrobacter_sp_PRwf-1_genomic	349106	species	species	100.00	99.88	0.00	3	2978976	44.8	83.70	2441	349106	349106	349106	1	349106	349106	72274
Mesorhizobium_sp_B7_genomic	1670800	species	species	100.00	99.59	1.15	2	5158483	65.1	89.09	5189	1670800	1670800	1670800	68287	356	69277	356
Desulfotomaculum_reducens_MI-1_genomic	59610	species	species	100.00	100.00	1.27	1	3608105	42.3	84.92	3522	59610	59610	59610	1562	59610	59610	1239
Titti16_S3_contigs	1760	class	class	88.62	100.00	8.25	923	485318	71.1	86.69	3683	1760	341722	1	46352	341722	341722	2037
Synechococcus_sp_KORDI-49_genomic	585423	species	species	100.00	99.37	0.00	1	2585814	61.4	92.21	2662	585423	585423	585423	1117	585423	585423	1117
Thermodesulfatator_indicus_DSM_15286_genomic	171695	species	species	100.00	99.04	0.82	1	2322225	42.4	90.68	2246	171695	171695	171695	1	171695	171695	2
Dokdonia_sp_PRO95_genomic	1239415	species	species	100.00	98.86	0.29	13	364989	37.4	90.14	2983	1239415	1239415	1239415	326319	1239415	1239415	1
Lacinutrix_sp_5H-3-7-4_genomic	983544	species	species	100.00	99.67	0.00	1	3296169	30.8	91.87	2979	983544	983544	983544	291183	983544	983544	1
Kosmotoga_pacifica_strain_SLHLJ1_genomic	651456	genus	genus	100.00	98.28	1.72	1	2169171	42.5	91.38	2037	651456	651456	1330330	1330330	651457	651457	2
Verrucomicrobia_bacterium_L21-Fru-AB_genomic	2	superkingdom	superkingdom	100.00	92.74	3.21	1	2949724	63.3	89.34	2429	2	2	1307763	2	1224	2	2
Mycobacterium_chelonae_CCUG_47445_genomic	1762	family	family	100.00	98.83	0.03	1	5029818	63.9	92.79	4897	1762	1762	1774	1763	36809	36809	1763
Stappia_sp_ES058_genomic	28211	class	class	100.00	99.58	1.11	2	4626154	63.6	88.44	4296	28211	28211	1881061	152161	356	28211	356
Zunongwangia_profunda_SM-A87_genomic	398743	species	species	100.00	99.62	0.57	1	5128188	36.2	87.73	4490	398743	398743	398743	417127	398743	398743	1
Prochlorococcus_marinus_str_MIT_9303_genomic	1218	genus	genus	97.31	99.73	0.14	1	2682676	50.0	83.22	2742	1218	1219	1799667	1117	1219	1219	1117
Pseudoalteromonas_atlantica_T6c_genomic	135622	order	order	100.00	100.00	0.51	1	5187006	44.6	86.98	4414	135622	288	288	1621534	288	288	1236
Fervidobacterium_pennivorans_strain_DYC_genomic	93466	species	species	100.00	98.25	0.00	1	2061853	38.9	90.86	1917	93466	93466	93466	1	93466	93466	2
Alteromonas_macleodii_str_Aegean_Sea_MED64_genomic	314275	species	species	100.00	98.71	1.94	1	4397538	44.8	87.88	3858	314275	314275	314275	1	314275	314275	1236
Deferribacter_desulfuricans_SSM1_genomic	197162	species	species	100.00	96.55	1.72	2	2234389	30.3	92.99	2468	197162	197162	197162	53572	197162	197162	2
A7_S7_contigs	40269	species	species	99.89	99.32	1.16	1735	22831	39.1	85.25	4998	40269	40269	40269	2	40269	40269	641
Actinoalloteichus_sp_ADI127-7_genomic	1760	class	class	100.00	100.00	1.78	1	7120855	70.1	82.87	6024	1760	1612552	1612552	1	1760	2070	2037
Shewanella_baltica_OS195_genomic	62322	species	species	100.00	99.84	0.00	4	5347283	46.2	84.38	4818	62322	62322	62322	22	62322	62322	135622
Shewanella_pealeana_ATCC_700345_genomic	70864	species	species	100.00	99.68	0.04	1	5174582	44.7	83.89	4369	70864	70864	70864	22	70864	70864	135622
Alteromonas_macleodii_str_Deep_ecotype_genomic	314275	species	species	100.00	99.85	0.85	1	4480676	44.9	87.03	4033	314275	314275	314275	226	314275	314275	1236
Kangiella_sediminilitoris_strain_KCTC_23892_genomic	1144748	species	species	100.00	100.00	0.80	1	2496141	43.4	90.93	2336	1144748	1144748	1144748	1	1236	261963	1236
Formosa_sp_Hel3_A1_48_genomic	1336795	species	species	100.00	96.70	0.00	1	2016455	36.4	93.83	1817	1336795	1336795	1336795	49546	49546	49546	1
Tenacibaculum_sp_LPB0136_genomic	49546	family	family	100.00	99.66	1.17	1	3019214	30.7	91.52	2714	49546	49546	1850252	1	52959	49546	49546
T-2016-70-F4-1_S12_contigs	1680763	species	species	98.48	99.11	0.62	287	75123	31.2	88.04	2644	1680763	1680763	1680763	104267	49546	49546	49546
Gramella_forsetii_KT0803_genomic	411153	species	species	100.00	99.62	0.19	1	3798466	36.6	89.67	3448	411153	411153	411153	1	411153	411153	1
Sedimenticola_sp_SIP-G1_genomic	349742	genus	genus	100.00	99.77	0.55	2	3928944	57.6	88.50	3662	349742	191960	1543721	349742	191960	191960	1236
Desulfocapsa_sulfexigens_DSM_10523_genomic	65555	species	species	100.00	98.13	1.39	2	3986761	45.4	89.59	3556	65555	65555	65555	53318	65555	65555	28221
Piscirickettsia_salmonis_strain_AY6492A_genomic	1238	species	species	100.00	98.81	0.00	5	3042741	39.7	83.15	3484	1238	1238	1238	1	1238	1238	1236
Mv5450_S4_contigs	58050	genus	genus	99.98	100.00	0.81	435	105660	39.1	85.53	5062	58050	58050	80854	1	58051	58050	1236
Methanocaldococcus_sp_JH146_genomic	1301915	species	species	100.00	99.52	0.00	1	1607557	30.8	89.72	1676	1301915	1301915	1301915	196118	1301915	1301915	28890
Thermococcus_eurythermalis_A501_genomic	1505907	species	species	100.00	100.00	0.00	2	2122535	53.5	90.74	2280	1505907	1505907	1505907	2157	1505907	1505907	28890
Thermosipho_sp_1063_genomic	2420	genus	genus	100.00	99.84	0.00	1	1766634	31.5	92.30	1733	2420	46541	1462747	1	46541	46541	2
Titti15_S2_contigs	2	superkingdom	superkingdom	83.23	98.99	2.84	515	703720	61.7	90.77	3402	2	33882	1	237	33882	33882	2037
Pyrococcus_abyssi_GE5_genomic	29292	species	species	100.00	100.00	0.00	2	1765118	44.7	92.83	1915	29292	29292	29292	2260	29292	29292	28890
Vibrio_furnissii_NCTC_11218_genomic	29494	species	species	100.00	99.88	0.89	2	3294546	50.7	87.49	4542	29494	29494	29494	662	29494	29494	641
GB02J33_S8_contigs	234831	species	species	98.18	100.00	0.51	168	107934	39.9	88.03	4034	234831	234831	53246	2	234831	234831	1236
A19_S19_contigs	29497	species	species	95.94	100.00	99.29	1245	41316	41.8	86.48	9354	29497	29497	29497	2	662	662	2
Desulfobacula_toluolica_Tol2_genomic	28223	species	species	100.00	99.35	1.29	1	5197906	41.4	88.34	4569	28223	28223	28223	28222	28223	28223	28221
Methylophilales_bacterium_MBRSF5_genomic	314607	species	species	100.00	99.13	0.00	2	1352814	35.5	95.46	1422	314607	314607	32003	359407	314607	314607	28216
Spiribacter_salinus_M19-40_genomic	1335746	species	species	100.00	96.31	0.00	1	1739488	62.7	95.38	1692	1335746	1335746	1335746	1	1335746	1335746	1236
Erythrobacter_sp_s21-N3_genomic	204457	order	order	100.00	99.14	1.08	2	3012400	58.3	91.45	3171	204457	204457	1648404	1	41297	204457	204457
T-2016-70-F4-2_S11_contigs	1680763	species	species	98.49	99.44	0.34	287	99862	31.1	88.09	2632	1680763	1680763	1680763	1	49546	49546	49546
Candidatus_Endolissoclinum_faulkneri_L5_genomic	41295	family	family	100.00	80.94	0.00	1	1518637	34.5	55.82	799	41295	1263979	1263979	526215	1263979	1263979	28211
Halorhabdus_tiamatea_SARL4B_genomic	2235	order	order	100.00	97.13	0.80	2	2815791	62.7	87.76	3161	2235	430914	430914	1	430914	430914	2236
Chlorobium_phaeobacteroides_BS1_genomic	191412	family	family	100.00	99.45	0.00	1	2736404	48.9	85.99	2590	191412	1096	1096	1101	1096	1096	2
Shewanella_baltica_OS155_genomic	62322	species	species	100.00	99.84	0.00	5	5127376	46.2	84.51	4703	62322	62322	62322	1	62322	62322	135622
Mv3632_S3_contigs	58050	genus	genus	99.99	100.00	1.35	317	186167	39.3	85.92	4874	58050	58050	80854	1236	58051	58050	1236
Archaeoglobus_fulgidus_DSM_4304_genomic	2234	species	species	100.00	100.00	0.00	1	2178401	48.6	92.58	2518	2234	2234	2234	1	2234	2234	28890
LAB19_S8_contigs	2	superkingdom	superkingdom	99.45	99.45	2.24	198	324041	35.5	88.18	2553	2	2748	2748	511678	2748	2748	186826
Cycloclasticus_zancles_78-ME_genomic	1329899	species	species	100.00	97.96	1.21	2	2613078	42.0	91.59	2553	1329899	1329899	1329899	1	1329899	1329899	1236
Palaeococcus_pacificus_DY20341_genomic	971279	species	species	100.00	99.50	0.50	1	1859371	43.0	91.54	1991	971279	971279	971279	83867	971279	971279	28890
Methylophilales_bacterium_MBRSG12_genomic	314607	species	species	100.00	99.13	0.00	2	1352731	35.5	95.46	1423	314607	314607	32003	1	314607	314607	28216
Thermococcus_litoralis_DSM_5473_genomic	2265	species	species	100.00	99.50	0.50	1	2215129	43.1	90.94	2497	2265	2265	2265	2157	2265	2265	28890
Titti26_S6_contigs	1760	class	class	94.26	99.24	1.01	289	266701	73.2	88.41	3099	1760	28447	1	1	28447	28447	2037
19_S5_contigs	29497	species	species	97.59	99.98	0.44	219	314366	43.8	85.45	4994	29497	29497	29497	2	662	662	641
SP005_S3_contigs	659	species	species	89.77	97.67	1.77	1082	46608	39.0	81.34	4446	659	659	1	2	659	659	641
Alteromonas_macleodii_str_Ionian_Sea_U8_genomic	314275	species	species	100.00	99.89	0.59	1	4395029	44.9	87.38	3846	314275	314275	314275	1	314275	314275	1236
Vibrio_parahaemolyticus_strain_FORC_018_genomic	670	species	species	100.00	100.00	0.45	2	3273522	45.4	86.08	4505	670	670	670	662	670	670	662
Titti29_S9_contigs	228	species	species	98.51	99.66	0.87	384	94503	40.0	86.45	3774	228	228	53246	2	228	228	1236
Prochlorococcus_marinus_bv_HNLC1_genomic	1203261	species	genus	78.05	95.92	0.27	36	118041	29.8	86.80	1992	1203261	1203261	1	1	1203261	1203261	1117
10_S10_contigs	511678	genus	genus	90.62	99.91	1.77	237	217103	38.8	87.20	4234	511678	511678	1	1236	511678	511678	641
VO4_S11_contigs	662	genus	genus	99.88	99.72	1.72	701	29604	44.6	85.81	3746	662	55601	28174	662	55601	55601	641
Campylobacter_peloridis_LMG_23910_genomic	194	genus	genus	100.00	98.78	0.00	3	1711369	28.5	94.29	1683	194	201	488546	194	201	201	29547
Marinitoga_piezophila_KA3_genomic	149715	species	species	100.00	98.28	1.72	2	2231407	29.1	92.19	2077	149715	149715	149715	1	149715	149715	2
Nitratifractor_salsuginis_DSM_16511_genomic	269261	species	species	100.00	99.18	0.82	1	2101286	53.9	90.32	2108	269261	269261	269261	1	269261	269261	2
Streptomyces_sp_GBA_94-10_genomic	1883	genus	genus	100.00	99.89	0.14	34	527991	73.0	86.63	6178	1883	1888	1218177	1	1888	1888	2062
Sediminicola_sp_YIK13_genomic	1453352	species	species	100.00	99.67	0.42	1	3569808	39.4	90.12	3189	1453352	1453352	1453352	1	49546	49546	1
Belliella_baltica_DSM_15883_genomic	232259	species	species	100.00	100.00	0.00	1	4196596	36.8	88.22	3832	232259	232259	232259	232244	232259	232259	768507
Mollicutes_bacterium_Candidatus_Izimaplasma_HR1_genomic	1541959	species	species	100.00	100.00	1.33	1	1878734	31.3	91.60	1815	1541959	1541959	1541959	2	1541959	1541959	2
S28_S9_contigs	1112209	species	species	96.66	99.68	0.60	112	143227	43.4	83.00	2789	1112209	1112209	1112209	497	1112209	1112209	72274
Prochlorococcus_marinus_str_MIT_9313_genomic	1219	species	species	100.00	99.18	0.14	1	2410873	50.7	83.29	2565	1219	1219	1219	1117	1219	1219	1117
Bacillus_velezensis_strain_9912D_genomic	1	NA	NA	100.00	99.38	0.00	2	4206167	46.0	88.43	4228	1	492670	492670	55087	492670	492670	55087
Flavobacterium_psychrophilum_strain_VQ50_genomic	96345	species	species	100.00	99.29	0.44	3	2169873	32.6	86.76	2451	96345	96345	96345	1	96345	96345	49546
Alteromonas_mediterranea_strain_CP49_genomic	314275	species	species	100.00	99.17	4.18	2	4361254	44.7	87.92	4326	314275	314275	314275	1	314275	314275	1236
Flavobacterium_psychrophilum_V3-5_genomic	96345	species	species	100.00	99.29	0.44	1	2698021	32.4	88.17	2393	96345	96345	96345	96345	96345	96345	49546
VO8_S14_contigs	55601	species	species	97.77	98.75	0.21	576	19605	44.9	85.85	3492	55601	55601	662	1236	55601	55601	641
Phaeobacter_gallaeciensis_strain_JL2886_genomic	60890	species	species	100.00	99.57	0.43	1	4061726	61.5	88.94	3793	60890	60890	60890	1	31989	31989	31989
Gramella_sp_MAR_2010_147_genomic	292691	genus	genus	100.00	99.62	0.42	2	3158483	37.1	91.22	2830	292691	411153	1250205	292691	411153	411153	1
Chloroherpeton_thalassium_ATCC_35110_genomic	100716	species	species	100.00	99.45	1.09	1	3293457	45.0	87.37	2819	100716	100716	100716	1	100716	100716	2
T-280_S9_contigs	669041	species	species	98.65	98.77	0.50	274	66478	30.4	88.59	2483	669041	669041	669041	1	49546	49546	49546
Alteromonas_macleodii_str_English_Channel_615_genomic	314275	species	species	98.22	97.33	0.17	2	4381505	44.9	86.57	4503	314275	314275	314275	1	314275	314275	1236
AW02J18_S11_contigs	1372	genus	genus	98.02	99.34	0.00	175	120475	48.0	86.25	3733	1372	1372	1372	2	186818	186818	91061
Tistrella_mobilis_KA081020-065_genomic	171437	species	species	100.00	100.00	0.25	5	3919492	68.1	90.15	5837	171437	171437	171437	171436	171437	171437	204441
Marinomonas_posidonica_IVIA-Po-181_genomic	936476	species	species	100.00	100.00	0.00	1	3899941	44.3	88.66	3519	936476	936476	936476	28253	936476	936476	135619
Methanocaldococcus_vulcanius_M7_genomic	73913	species	species	100.00	99.52	0.00	3	1746329	31.6	85.19	1761	73913	73913	73913	196118	73913	73913	28890
Thermotoga_sp_RQ7_genomic	2335	genus	genus	100.00	100.00	1.75	1	1851619	47.1	95.21	1861	2335	2337	126738	1	2337	2337	2
Flavobacterium_sp_LPB0076_genomic	1763534	species	species	100.00	99.65	0.88	1	3027316	36.0	86.39	2663	1763534	1763534	1763534	237	237	237	49546
Streptococcus_iniae_strain_YSFST01-82_genomic	1346	species	species	100.00	98.49	0.00	1	2086960	36.8	88.52	1978	1346	1346	1346	1301	1346	1346	186826
Shewanella_baltica_OS223_genomic	62322	species	species	100.00	99.68	0.00	4	5145902	46.3	84.53	4555	62322	62322	62322	22	62322	62322	135622
Agarivorans_gilvus_strain_WH0801_genomic	261825	genus	genus	100.00	100.00	0.27	1	4416601	46.0	87.26	4281	261825	261825	680279	261825	72275	182262	1236
Flexistipes_sinusarabici_DSM_4947_genomic	2352	species	species	100.00	99.14	0.86	1	2526591	38.3	88.36	2380	2352	2352	2352	1	2352	2352	2
Verrucosispora_maris_AB-18-032_genomic	1760	class	class	100.00	100.00	0.79	2	6673976	70.8	89.17	6000	1760	1003110	1003110	1	1003110	1003110	2037
Thermoanaerobacter_siderophilus_SR4_genomic	1754	genus	genus	100.00	98.83	0.00	22	202690	34.2	88.08	2756	1754	46354	106578	1	46354	46354	68295
Hoeflea_sp_IMCC20628_genomic	1620421	species	species	100.00	99.92	1.68	3	4842322	58.8	88.60	4843	1620421	1620421	1620421	274591	356	274591	356
35_S4_contigs	1112209	species	species	96.44	99.68	0.62	47	635461	43.5	82.79	2734	1112209	1112209	1112209	1236	1112209	1112209	72274
9_S9_contigs	58050	genus	genus	99.89	100.00	3.00	366	106304	39.3	85.91	4876	58050	58050	80854	1236	58051	58050	1236
MR4-96-1_S3_contigs	286	genus	genus	91.02	100.00	0.43	102	276367	58.9	88.52	5787	286	286	1	286	286	286	72274
Celeribacter_indicus_P73_genomic	1208324	species	species	100.00	99.55	0.33	6	4529105	65.7	88.92	4847	1208324	1208324	1208324	875170	31989	31989	31989
Pseudanabaena_sp_PCC_7367_genomic	82654	species	species	100.00	98.23	0.59	2	4557046	46.2	78.83	3980	82654	82654	82654	1117	82654	82654	1117
Pseudomonas_pohangensis_strain_DSM_17875_genomic	364197	species	species	100.00	94.82	0.45	2	3769589	59.6	89.39	3451	364197	364197	364197	286	286	286	72274
Prochlorococcus_marinus_str_MIT_9515_genomic	1219	species	species	100.00	100.00	0.00	1	1704177	30.8	88.69	1901	1219	1219	1219	1117	1219	1219	1117
Marinobacter_similis_A3d10_genomic	1420916	species	species	100.00	94.49	0.00	1	3975897	57.6	89.67	4643	1420916	1420916	1420916	2742	2742	2742	1236
Piscirickettsia_salmonis_strain_PM49811B_genomic	1238	species	species	100.00	98.81	0.00	5	3192742	39.6	82.64	3612	1238	1238	1238	1	1238	1238	1236
3_S3_contigs	55601	species	species	99.94	100.00	1.77	268	118551	44.2	86.98	4041	55601	55601	55601	1236	55601	55601	641
alpha_proteobacterium_HIMB59_genomic	744985	species	species	100.00	95.78	0.00	1	1410128	32.3	96.28	1493	744985	744985	744985	1	744985	744985	2
Paraoerskovia_marina_strain_DSM_22126_genomic	1760	class	class	100.00	100.00	0.58	2	2986843	70.7	91.72	2684	1760	545619	545619	665568	545619	545619	2037
S17_S4_contigs	497	genus	genus	95.77	99.95	0.55	143	132944	42.6	83.12	2922	497	1298608	2058322	497	1298608	1298608	72274
Erythrobacter_litoralis_strain_DSM_8509_genomic	39960	species	species	100.00	99.25	0.94	1	3251354	65.2	90.18	3095	39960	39960	39960	1	39960	39960	204457
Acinetobacter_venetianus_VE-C3_genomic	52133	species	species	100.00	96.55	0.61	10	401401	39.1	86.46	3412	52133	52133	52133	1	52133	52133	1236
Mycobacterium_rhodesiae_NBB3_genomic	1760	class	class	100.00	99.09	0.76	1	6415740	65.5	92.60	6277	1760	36814	36814	1763	36814	36814	2037
Phaeobacter_gallaeciensis_210_Roseobacter_gallaeciensis_genomic	221822	species	species	100.00	99.42	0.00	4	3758274	59.8	88.46	3887	221822	221822	221822	1	221822	221822	31989
Prosthecochloris_sp_CIB_2401_genomic	1868325	species	species	100.00	98.90	0.64	1	2399850	52.1	92.22	2233	1868325	1868325	1868325	1101	191412	191412	2
Thermococcus_onnurineus_NA1_genomic	342948	species	species	100.00	97.52	0.00	1	1847608	51.3	90.70	1998	342948	342948	342948	2157	342948	342948	28890
Staphylothermus_hellenicus_DSM_12710_genomic	84599	species	species	100.00	99.37	0.00	1	1580348	36.8	88.14	1646	84599	84599	84599	2157	84599	84599	183924
Rhodococcus_sp_008_genomic	1760	class	class	100.00	99.94	0.84	4	6570200	62.3	90.48	7051	1760	1833	1723645	1	1833	1833	2037
Thermotoga_maritima_MSB8_1_genomic	2336	species	species	100.00	100.00	3.51	1	1869613	46.2	94.99	1851	2336	2336	2336	2335	2336	2336	2
Alteromonas_australica_DE170_genomic	589873	species	species	100.00	100.00	8.62	1	4457473	44.9	88.53	4255	589873	589873	589873	1	589873	589873	2
Vw12_S5_contigs	80852	species	species	98.63	99.57	1.35	356	75366	38.3	86.27	4682	80852	80852	80852	1236	511678	511678	641
VSalm554_S15_contigs	40269	species	species	99.91	99.39	0.71	448	27956	39.0	86.06	4059	40269	40269	40269	2	40269	40269	641
Titti14_S1_contigs	85023	family	family	94.26	100.00	186.23	2965	87497	69.3	89.09	9865	85023	85023	1	85006	85006	85023	1
Nitratiruptor_sp_SB155-2_genomic	387092	species	species	100.00	98.78	0.00	1	1877932	39.7	95.30	1933	387092	387092	387092	269258	387092	387092	2
Vw7_S7_contigs	80852	species	species	98.58	99.57	3.18	822	20876	38.6	86.73	4604	80852	80852	80852	2	511678	511678	641
Thermococcus_nautili_strain_30-1_genomic	195522	species	species	100.00	100.00	0.00	1	1976357	54.8	91.84	2181	195522	195522	195522	2263	195522	195522	28890
Candidatus_Thioglobus_sp_EF1_genomic	1705394	species	species	100.00	99.17	0.00	1	1512450	39.1	93.42	1618	1705394	1705394	1705394	1	1236	1236	1224
Glaciecola_sp_4H-3-7+YE-5_genomic	72275	family	family	100.00	100.00	0.51	2	5052309	44.0	87.15	4606	72275	983545	983545	1621534	983545	983545	1236
Methanosarcina_siciliae_C2J_genomic	2207	genus	genus	100.00	99.84	0.65	1	5427891	42.6	76.97	4706	2207	2214	38027	2207	2214	2214	28890
A-Hdes-3_S8_contigs	40269	species	species	89.77	98.79	0.09	281	77002	39.0	86.15	3664	40269	40269	1	2	40269	511678	641
Planococcus_kocurii_strain_ATCC_43650_genomic	1374	species	species	100.00	99.34	1.32	2	3472056	40.9	84.85	3335	1374	1374	1374	1	1372	1372	91061
Psychromonas_ingrahamii_37_genomic	357794	species	species	100.00	100.00	0.15	1	4559599	40.1	79.14	3828	357794	357794	357794	67572	357794	357794	1236
Helicobacter_cetorum_MIT_99-5656_genomic	138563	species	species	100.00	99.77	0.00	2	1833666	35.5	89.73	1728	138563	138563	138563	209	138563	138563	213849
Aciduliprofundum_boonei_T469_genomic	2301	order	order	100.00	100.00	0.00	1	1486779	39.2	94.77	1558	2301	379547	379547	482135	379547	379547	28890
Vibrio_anguillarum_NB10_genomic	55601	species	species	100.00	100.00	0.41	3	3119695	44.4	86.80	3957	55601	55601	55601	662	55601	55601	641
Halolamina_sediminis_strain_Hb3_genomic	1897729	species	species	100.00	99.78	0.43	1	3543892	67.9	89.46	3241	1897729	1897729	1897729	2745	2745	2745	1236
Candidatus_Nitrosopumilus_sp_D3C_genomic	338191	genus	genus	88.01	100.00	0.97	1	1713079	33.8	89.91	2145	338191	338191	1	338191	338191	338191	2157
Phaeobacter_gallaeciensis_DSM_26640_genomic	60890	species	species	100.00	99.47	0.35	8	3776653	59.4	88.86	4378	60890	60890	60890	302485	60890	60890	31989
Corynebacterium_stationis_strain_622_DSM_20302_genomic	1760	class	class	100.00	99.34	0.22	2	2808767	54.9	88.77	2644	1760	1705	1705	1	1716	1716	2037
MC2_S1_contigs	1699311	species	species	96.48	100.00	0.14	87	524258	58.8	87.82	5915	1699311	1699311	1699311	1	286	286	72274
Acaryochloris_marina_MBIC11017_genomic	155978	species	species	100.00	99.53	5.07	10	6503724	47.0	83.92	7769	155978	155978	155978	1117	155978	155978	1117
Kytococcus_sedentarius_DSM_20547_genomic	1760	class	class	100.00	94.68	0.00	1	2785025	71.6	90.57	2624	1760	1276	1276	57499	1276	1276	2037
Neorickettsia_helminthoeca_str_Oregon_genomic	33994	species	species	100.00	97.47	0.47	1	884233	41.7	87.85	847	33994	33994	33994	33993	33994	33994	766
V-H1309-5I_S5_contigs	212663	species	species	96.65	100.00	0.70	176	158297	43.8	85.38	4477	212663	212663	662	1236	212663	212663	641
Methanosarcina_acetivorans_C2A_genomic	2214	species	species	100.00	99.84	0.03	1	5751493	42.7	75.21	4884	2214	2214	2214	2207	2214	2214	28890
Halomonas_spR57-5_genomic	2745	genus	genus	100.00	100.00	1.20	1	5029421	54.9	89.44	4579	2745	1415755	1610576	1	1415755	1415755	1236
A-Hdes-12_S11_contigs	80852	species	species	96.53	99.86	0.81	503	58359	38.2	85.37	4529	80852	80852	80852	641	511678	511678	641
