	Genome	sum	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
493	Pseudoalteromonas_rubra_strain_SCSIO_6842_genomic.fasta	2.5319752288	0	0	0.5930224674	0.762466855	0.3560975626	0.8203883438	0	0	0	0
494	Pseudoalteromonas_sp_OCN003_genomic.fasta	1.4985938503	0	0.971946151	0	0.189632117	0	0	0.3370155823	0	0	0
495	Pseudoalteromonas_sp_SM9913_genomic.fasta	0.3807265672	0	0	0	0.3807265672	0	0	0	0	0	0
496	Pseudoalteromonas_translucida_KMM_520_genomic.fasta	1.8884789592	0	0	0	0	1.0675666423	0.8209123169	0	0	0	0
497	Pseudomonas_balearica_DSM_6083_genomic.fasta	12.4202596066	1.2192205236	2.9156088506	1.186696144	1.7148921143	0.3555163123	1.0934054465	0	1.6801313842	1.0390440839	1.2157447472
498	Pseudomonas_litoralis_strain_2SM5_genomic.fasta	0.9088805933	0	0	0	0.5716857036	0	0	0.3371948897	0	0	0
499	Pseudomonas_pohangensis_strain_DSM_17875_genomic.fasta	2.6788799609	0	0	0	0.1906395486	0	0.8194291838	0.33732986	0	0.5198647634	0.8116166051
500	Pseudomonas_sp_MT-1_genomic.fasta	2.3001617482	0	0.4860053743	0.5923183686	0.3810667154	0	0	0	0.8407712899	0	0
501	Pseudomonas_stutzeri_CCUG_29243_genomic.fasta	0.6746602563	0	0	0	0	0	0	0.6746602563	0	0	0
502	Pseudomonas_stutzeri_strain_19SMN4_genomic.fasta	1.6719265296	0	0	0	0.3812766428	0	0.2730754939	0.3371381116	0.4204019286	0.2600343527	0
503	Pseudomonas_stutzeri_strain_273_genomic.fasta	1.6097099926	0.405877151	0	0.5933480436	0.1900829288	0	0	0	0.4204018692	0	0
504	Pseudomonas_xanthomarina_strain_LMG_23572_genomic.fasta	0.5200690628	0	0	0	0	0	0	0	0	0.5200690628	0
505	Pseudovibrio_sp_FO-BEG1_genomic.fasta	3.458890245	0	0	0	0.4088476796	0.2543273938	0.977981954	0.48254347	0.3006753839	0.7442113392	0.2903030245
506	Psychrobacter_sp_AntiMn-1_genomic.fasta	4.4898342033	0	0	4.1531658594	0	0	0	0.3366683439	0	0	0
507	Psychrobacter_sp_G_genomic.fasta	2.9732755299	0.4062231856	0	0.5933474631	0.1903397559	0.3556763006	1.0929017341	0.3347870906	0	0	0
508	Psychrobacter_sp_P11F6_genomic.fasta	11.0164224799	0	0.9721886123	0.5926468258	1.5251142319	1.7792758974	1.0945516627	3.7074107276	0.4204018266	0.5199853542	0.4048473414
509	Psychrobacter_sp_P11G3_genomic.fasta	4.1286522684	0.8126360667	0	0	0.9527055245	0.7121948961	0	0	0.840016181	0	0.8110996001
510	Psychrobacter_sp_PRwf-1_genomic.fasta	2.7705978198	0	0.4855678536	0	0.5719183319	0.7105614264	0	0.3364240998	0	0.2600340562	0.4060920519
511	Psychroflexus_torquis_ATCC_700755_genomic.fasta	4.2732861265	0	0	0	0	0	0.5464167634	0.3370132534	0.840510265	0.5189362939	2.0304095508
512	Psychromonas_ingrahamii_37_genomic.fasta	10.6822444256	0	0	0	0.3810363587	0.3559411694	1.9143347913	1.3491197362	1.6804471183	3.3778536227	1.623511629
513	Psychromonas_sp_CNPT3_genomic.fasta	14.2552490474	0	0	0.5933480124	0.190639465	0.3549718567	2.1878596952	6.0702864064	0	3.6404835391	1.2176600726
514	Pusillimonas_sp_T7-7_genomic.fasta	9.4033233701	1.2187157547	1.4582832141	0.5920348776	0.1906394983	0	0.2736289722	0.6746600027	1.2608711604	1.2997581285	2.4347317616
515	Pyrobaculum_aerophilum_str_IM2_genomic.fasta	9.2656851888	0.8116139489	0.972165615	2.3718963603	1.5241773535	1.0678351769	0	0	0	1.2997195413	1.2182771929
516	Pyrococcus_abyssi_GE5_genomic.fasta	5.414613446	1.6222944843	0	0.5899744595	0.1889901575	0	0.2731737575	0.3360592752	0	0.7797522621	1.6243690499
517	Pyrococcus_furiosus_DSM_3638_genomic.fasta	11.1919086371	0.8117680166	2.9123084574	1.1866955028	1.1427464959	1.4235247139	1.368133852	1.6806053902	0	0.2600341568	0.4060920515
518	Pyrococcus_horikoshii_OT3_genomic.fasta	4.2214936275	0	0.4846373841	0.59220158	0.9531977457	0.3551612707	1.0928734212	0.3373298683	0	0	0.4060923575
519	Pyrococcus_sp_NA2_genomic.fasta	49.2328437706	2.4371884269	6.3192265063	4.1534351141	6.0962198353	7.121953172	6.5592850454	4.7212372288	6.7232691191	1.0401053875	4.0609239352
520	Pyrococcus_sp_ST04_genomic.fasta	2.8692205475	0	0.4853197043	0	0	0	0.5457946002	1.0119898485	0.4204017995	0	0.405714595
521	Pyrococcus_yayanosii_CH1_genomic.fasta	3.6935710755	0.4064062665	0	1.1865653863	0.1906391996	0.7121950538	0.272948983	0	0	0.5200688017	0.4047473846
522	Pyrodictium_delaneyi_strain_Su06_genomic.fasta	2.8642860071	0	0	0.5928525864	0	0	0	1.011990096	1.2594433247	0	0
523	Pyrolobus_fumarii_1A_genomic.fasta	1.9125466291	0	0	0	0	0.35558801	0.5472747316	1.0096838875	0	0	0
524	R2A19_S7_contigs.fasta	2.9574721174	0.4064182148	0.4860350391	0	0.1901717223	1.0494053423	0	0	0.4193617209	0	0.406080078
525	R2A2_S5_contigs.fasta	4.2793361244	0	0.4849041126	0	0.1906358635	0	0.5472788653	0.6746569869	0.4194714601	1.5567320605	0.4056567755
526	R2A29_S8_contigs.fasta	44.5547055689	0	0.9703384447	0	0.1906354038	7.4605345549	4.6407155877	4.0401055549	7.5554610606	3.8953052562	15.8016097061
527	R8-63_S2_contigs.fasta	4.7502668839	0.8106162884	0	0.5930753835	0.1899250639	0.3561133465	0.2731413887	0.6736399353	0.4202339666	1.0281363355	0.4053851755
528	Renibacterium_salmoninarum_ATCC_33209_genomic.fasta	0.8837160657	0	0	0	0	0	0.5472746859	0.3364413798	0	0	0
529	Rhodobacter_sp_LPB0142_genomic.fasta	1.4411695315	0.0555491784	0.1336669461	0.1625611308	0.2615928249	0.0484123856	0.1128678094	0.139071844	0.2888490093	0.0713298403	0.1672685627
530	Rhodobacter_sphaeroides_strain_MBTLJ-13_genomic.fasta	6.9827197139	2.1415066073	0.9609105506	1.5638849185	0.5024741587	0.4692263266	0.1803080411	0.8884078592	0.2760012519	0	0
531	Rhodococcus_erythropolis_PR4_genomic.fasta	3.9337838565	0	0.4860942705	1.1858430501	0.1903491518	0.7121146005	0.2734199604	0	0.4201862973	0.2600349298	0.4057415961
532	Rhodococcus_sp_008_genomic.fasta	1.5824709191	0	0	0	0	0.7121759267	0.2734764883	0.336784155	0	0.2600343491	0
533	Rhodococcus_sp_B7740_genomic.fasta	16.5961543431	4.0622327793	2.4298002568	1.7797629456	1.5251173908	0.7121953932	0.2725755295	0.674660277	2.1014885545	1.8200437026	1.2182775138
534	Rhodococcus_sp_WMMA185_genomic.fasta	0.5467372896	0	0	0	0.1906396046	0.356097685	0	0	0	0	0
535	Rhodoferax_ferrireducens_T118_genomic.fasta	13.6118453817	1.625627668	1.9439390235	3.559244917	0.9523890873	0	0.5469661162	0.3365739162	2.9419703267	1.2990419103	0.4060924165
536	Rhodothermus_marinus_DSM_4252_genomic.fasta	18.1692788165	2.0009817707	0	1.7515774766	2.4404435773	2.8034822889	1.3468629696	1.9900157615	0	3.8376945604	1.9982204115
537	Rhodothermus_marinus_SG05JP17-172_genomic.fasta	0.2820126913	0.0310525437	0	0.027205655	0.0378714283	0.0434042175	0.020916145	0.0309295728	0	0.0596045797	0.0310285493
538	Rhodovulum_sulfidophilum_DSM_1374_genomic.fasta	6.254589128	0.4062287391	0.9721887902	0	0.7620410901	0	0	0.3373297548	1.2607433211	1.2995289102	1.2165285225
539	Rivularia_sp_PCC_7116_genomic.fasta	0.7873217934	0.4063011598	0	0	0.3810206336	0	0	0	0	0	0
540	RNODE_10_length_6468_cov_8.06035.fasta	61.8078032888	6.5199968973	5.0111386907	7.3215947875	7.1646602544	2.7097890164	8.9888302823	2.7690040335	2.1362085014	13.3460595718	5.8405212535
541	RNODE_100_length_1999_cov_6.33080.fasta	15.4764289328	3.2844714213	1.4349013657	2.4705108751	0.1416793121	0.822964087	1.3423368741	0.6896813354	1.1438543247	0.6302478503	3.5157814871
542	RNODE_107_length_1496_cov_161.33989.fasta	58.0555630935	3.1692672999	6.2384667571	9.3584803256	7.1471506106	2.4479647218	3.9129579376	6.3426729986	9.1820895522	6.7988466757	3.4576662144
543	RNODE_108_length_2015_cov_7.02007.fasta	34.7331660813	4.0123933768	7.5575012544	5.9545408931	4.6776718515	2.7203211239	2.1239337682	3.5046663322	1.632162569	1.3538384345	1.1961364777
544	RNODE_109_length_1521_cov_3.43229.fasta	167.4393595731	58.222748499	26.9377585057	30.3026684456	20.7802535023	1.8507671781	1.8858572382	1.8776517678	8.3068045364	10.5651100734	6.7097398266
545	RNODE_110_length_1672_cov_10.73939.fasta	56.3967272727	2.3579393939	2.8098787879	6.0127272727	10.378	2.9580606061	9.9432121212	4.9675757576	4.7781212121	10.4218787879	1.7693333333
546	RNODE_114_length_10406_cov_5.47746.fasta	77.8599094762	9.6988636364	4.8500577812	9.9698863636	13.9136171032	9.9454738059	5.998459168	9.2469183359	1.9909476117	5.4676136364	6.7780720339
547	RNODE_116_length_4192_cov_3.28201.fasta	1.9976738609	1.9976738609	0	0	0	0	0	0	0	0	0
548	RNODE_122_length_6709_cov_4.03320.fasta	9.3865260953	1.9101241214	2.6855091969	4.299192463	0.491700314	0	0	0	0	0	0
549	RNODE_125_length_3363_cov_4.82640.fasta	787.1642921281	75.3738700988	71.9473211613	88.9288237055	53.6791080515	51.403591739	71.6680035917	106.0202933254	85.6836276564	124.2899131996	58.1697395989
550	RNODE_126_length_3157_cov_3.75885.fasta	6.3028070174	2.0931100478	1.8284210526	1.0897288676	0.6014354067	0	0	0	0	0.6901116427	0
551	RNODE_127_length_1885_cov_8.56361.fasta	28.8721953839	2.6407944176	0	1.9105743425	1.2717659689	5.931078905	1.9893719807	5.286044015	2.395222759	2.2496511004	5.1976918948
552	RNODE_133_length_1956_cov_5.95398.fasta	63.7299379525	10.0081178904	4.908893485	9.1938469493	4.7791623578	12.3965356774	3.2152016546	2.5614270941	5.5324715615	3.0731127198	8.0611685626
553	RNODE_134_length_2327_cov_32.11800.fasta	55.7331453362	7.0021258134	6.5945336226	1.6893709328	6.2613882863	0.9169197397	1.0198264642	0.6902386117	13.3305856833	7.1097180043	11.1184381779
554	RNODE_137_length_1431_cov_4.57559.fasta	23.4765791341	2.0947480483	0.0686302342	2.8567068843	2.9863023421	1.184740951	3.2298083747	3.724343506	2.6570617459	1.9463449255	2.7278921221
555	RNODE_139_length_3589_cov_11.15335.fasta	27.6154471544	6.9700308382	12.6201009251	2.8648163723	2.0129520606	0	0	0	1.5977852537	1.5497617045	0
556	RNODE_14_length_1961_cov_5.54358.fasta	183.2357400722	17.0920577617	27.0004125838	37.0060340382	16.6419288293	9.3371325425	16.6960804538	10.5718411552	26.9441464673	10.1917483239	11.7543579165
557	RNODE_142_length_2406_cov_5.09941.fasta	13.4368708054	1.4598573826	2.0587667785	2.3744127517	1.2576342282	1.9380033557	1.409102349	0.8602768456	0.8430369128	0.3226090604	0.9131711409
558	RNODE_146_length_5606_cov_4.42067.fasta	2651.1296561604	284.315741404	235.2495164756	383.0545487106	188.4056411175	196.7943767908	147.9411174785	246.0796024355	338.76122851	457.4474570201	173.0804262178
559	RNODE_147_length_1816_cov_3.48216.fasta	33.9757525084	5.6076365663	4.4016164994	3.3503344482	5.3237458194	1.6071348941	2.0539018952	1.7960981048	1.8215719064	5.3191750279	2.6945373467
560	RNODE_149_length_1949_cov_4.19357.fasta	63.3165023352	5.9858329009	5.8107420861	7.2564089258	7.3296834458	10.2566683965	7.3138038402	7.648105864	4.095433316	4.4851582771	3.1346652828
561	RNODE_150_length_1379_cov_3.97642.fasta	40.1772291821	2.7572586588	1.4724392041	0.6384672071	1.4168017686	15.5186440678	4.4222549742	3.0025792189	3.5961680177	1.5516580693	5.8009579956
562	RNODE_154_length_1869_cov_12.27991.fasta	5.6733622091	1.5688142934	0.5870600975	0	0.1812127775	1.1958852193	0.9880346508	0.8841364375	0.2682187331	0	0
563	RNODE_156_length_3948_cov_63.43887.fasta	59.220606215	14.1501018849	10.7810748854	7.3449821701	6.2340550178	0	0.7242995415	2.0102649007	4.8384615385	10.7072338258	2.4301324503
564	RNODE_158_length_1640_cov_4.51607.fasta	37.7454264524	3.4152039555	1.8276266996	1.5890605686	3.0010506799	6.0588380717	3.5737948084	1.9823238566	7.1900494438	3.0820766378	6.0254017305
565	RNODE_159_length_3592_cov_2.43025.fasta	63.5914285714	8.2733613445	11.1617927171	4.2008963585	9.3069467787	8.8517647059	4.6219047619	2.356162465	4.9572829132	3.3956582633	6.4656582633
566	RNODE_166_length_2298_cov_14.88049.fasta	13.2847100174	1.9322495606	2.5119068541	0.6815465729	0.4455184534	0	0.6485061511	0.7423989455	1.3858523726	1.691827768	3.2449033392
567	RNODE_17_length_1254_cov_4.43994.fasta	24.17987013	1.7000811688	1.7379058442	3.3892857143	7.0888798701	3.2715909091	0.4629058442	1.2566558442	2.4890422078	2.7023538961	0.0811688312
568	RNODE_171_length_3474_cov_9.39716.fasta	138.1732039397	64.869032445	30.5139049826	9.7971031286	3.0121958285	0.8366164542	2.924797219	5.6869061414	10.066396292	5.1114426419	5.3548088065
569	RNODE_173_length_1764_cov_3.34845.fasta	2.4894948335	1.4154994259	0.2129161883	0	0.8610792193	0	0	0	0	0	0
570	RNODE_18_length_1746_cov_2.65719.fasta	4.1345707657	2.5232598608	0.4614269142	0.108062645	0.3944315545	0	0	0	0	0.4372969838	0.2100928074
571	RNODE_180_length_2647_cov_2.76800.fasta	41.7052952381	4.0293714286	2.0878095238	2.4618285714	4.2748190476	3.9673904762	1.7584380952	3.8764571429	3.8051809524	6.2332952381	9.2107047619
572	RNODE_193_length_1789_cov_7.19864.fasta	31.2683644595	3.229598189	7.681663837	3.1909451047	3.3148839842	0.7235993209	1.6439162422	1.6325976231	6.7451612903	1.4972835314	1.6087153367
573	RNODE_200_length_4574_cov_2.94178.fasta	58.8450790861	4.6149824253	4.4312390158	9.8310852373	7.452043058	8.3515158172	4.3277680141	0.7735720562	8.8371704745	9.1070738137	1.118629174
574	RNODE_205_length_1591_cov_9.63735.fasta	8.8873804971	1.9402166985	2.1278521351	3.312109624	0.4861695347	0.9173358827	0	0	0	0	0.1036966221
575	RNODE_207_length_2195_cov_3.75886.fasta	10.4587206626	2.7712379199	2.2017027151	0	1.7657616199	0	0	0	0.9700414174	1.184997699	1.5649792913
576	RNODE_218_length_1465_cov_7.29868.fasta	59.7589050591	4.8864864865	2.7797643798	1.9761607762	5.7921690922	7.8040887041	5.6970893971	3.1427581428	12.530977131	6.7038808039	8.4455301455
577	RNODE_220_length_2011_cov_9.40825.fasta	38.2383609854	11.84942182	2.5711915535	4.7315736551	3.7437908497	3.6946706888	1.4413273002	0.9111613876	4.1105580694	2.9255907491	2.259074912
578	RNODE_224_length_2083_cov_4.45463.fasta	94.2276079573	9.1487627365	11.1623968947	11.0114022319	7.5847161572	12.4106744299	6.522125182	3.044298884	11.4327025716	10.0334303736	11.8770984959
579	RNODE_225_length_25884_cov_6.69550.fasta	74.4648596397	14.5224112598	6.1779831413	18.7168316449	7.9454141211	3.5039517439	0.5959322558	3.7018018715	3.722875261	8.3635217694	7.214136571
580	RNODE_227_length_4381_cov_5.48337.fasta	317.0593943566	26.2890800642	19.6865794907	25.3602890571	13.6669419592	5.2947923836	33.346386786	28.4224592797	45.1692360633	46.9982105988	72.825418674
581	RNODE_228_length_3093_cov_6.42006.fasta	352.3286877239	10.0998371866	15.6882774341	35.4740475415	38.5190491697	66.3698795181	38.5620970368	56.0463692608	33.2228264409	14.631650928	43.7146532074
582	RNODE_229_length_2135_cov_3.06673.fasta	9.5614765736	3.2830572646	3.9902035021	0.4456223379	1.0669190724	0.7756743966	0	0	0	0	0
583	RNODE_234_length_1595_cov_9.13223.fasta	994.0598219962	105.4403051494	99.3764144946	117.3300699301	116.1432930706	77.0070565798	93.3369993643	82.4275905912	117.7434837889	123.8430387794	61.4115702479
584	RNODE_235_length_2608_cov_55.03480.fasta	8.7085846868	4.6598221191	0	0	0	1.0974864656	0	0	0	0.7447409126	2.2065351895
585	RNODE_24_length_2639_cov_14.02331.fasta	36.0820787161	18.4847535346	3.6057699656	5.5312953764	2.7652273596	2.6022162782	0.3358043561	0.7030951471	1.6209782193	0.4329384792	0
586	RNODE_243_length_1453_cov_2.63382.fasta	14.8178895876	4.4121593291	1.2287910552	2.4699510832	1.6291404612	1.723200559	0.679944095	0	1.4154437456	1.2592592593	0
587	RNODE_248_length_5318_cov_4.74604.fasta	21.6274358007	5.186858006	2.3585725076	1.4696185801	0.4711102719	2.7322507553	0.6374244713	0.85668429	1.9845543807	1.9590256798	3.971336858
588	RNODE_25_length_1750_cov_3.28993.fasta	74.7417245371	5.6776041667	8.1856481481	6.166087963	4.0931712963	0.8207175926	4.5339699074	6.5467013889	12.6344328704	10.9021990741	15.1811921296
589	RNODE_251_length_2763_cov_28.99562.fasta	16.2425757023	7.4033564393	0.3042320321	3.9178037213	0.4983582634	0	0	0	1.5075519883	0.6421014228	1.9691718351
590	RNODE_254_length_2341_cov_33.31005.fasta	440.7115998276	61.3937473049	23.1918499353	60.8233721432	52.3382492454	78.5601121173	27.4263475636	15.303665373	40.5272100043	41.2230271669	39.9240189737
591	RNODE_258_length_1627_cov_2.34517.fasta	10.5387538942	5.0958255452	1.3282866044	1.5421806854	1.105482866	0.6489096573	0.3401869159	0.2323987539	0.062305296	0.1831775701	0
592	RNODE_259_length_1574_cov_100.84149.fasta	84.0594716494	10.249806701	6.0410438144	7.4308634021	9.0599871134	10.343492268	2.2917525773	4.2970360825	7.4587628866	13.4825386598	13.4041881443
593	RNODE_263_length_2277_cov_8.44168.fasta	9.7212416852	2.74345898	0.3112195122	2.4936141907	0.4651884701	0.1907760532	0.6807095344	0.6966740576	0.3541906874	1.7854101996	0
594	RNODE_265_length_1287_cov_4.20553.fasta	4.5155731226	1.3426086957	0	2.6528063241	0.5201581028	0	0	0	0	0	0
595	RNODE_266_length_6653_cov_7.97753.fasta	18.3879505355	3.7242195747	4.2061679988	1.4305685417	3.5522545619	1.7568994119	0	0.7240235259	0.9255014327	2.0683154879	0
596	RNODE_277_length_1592_cov_15.82548.fasta	54.4484076434	4.163566879	1.4122292994	8.9884713376	18.055477707	5.0105732484	3.4101910828	2.4604458599	2.9698089172	5.9904458599	1.9871974522
597	RNODE_279_length_3658_cov_27.56711.fasta	98.0325082508	5.3639163916	12.3914191419	8.4201320132	11.7552530253	13.0356985699	13.375880088	8.7561331133	14.5051155116	2.4712871287	7.9576732673
598	RNODE_283_length_5699_cov_25.39792.fasta	5.0935529329	3.9689272503	1.1246256826	0	0	0	0	0	0	0	0
599	RNODE_290_length_1262_cov_19.53548.fasta	53.3165322581	6.6941935484	7.1557258065	3.9236290323	16.7931451613	2.0412096774	1.4091935484	2.9417741935	2.7447580645	1.4852419355	8.1276612903
600	RNODE_291_length_2033_cov_2.59025.fasta	16.1659870712	4.5890601691	0	1.4784186972	2.4516658379	2.9395822974	2.3447538538	1.3528095475	0.3718547986	0.6378418697	0
601	RNODE_294_length_6942_cov_7.24595.fasta	43.1635115608	20.7385549133	6.5846820809	2.6354479769	2.005765896	1.5630635838	0.6148988439	0	2.0320809249	3.9829479769	3.0060693642
602	RNODE_307_length_2104_cov_13.21902.fasta	9.9886647454	1.3347742555	1.8625360231	2.5495196926	1.3924591739	0.8000480307	0	0.8930355427	0.2364553314	0.7804995197	0.1393371758
603	RNODE_308_length_1875_cov_5.96654.fasta	17.2462493256	3.7892606584	1.7703184026	2.4754991905	3.8891527253	1.4465731247	0	0.602590394	1.4994603346	1.6290879655	0.14430653
604	RNODE_309_length_1659_cov_3.16188.fasta	20.1551618815	3.1543677459	2.3326817349	4.2835675015	1.9653634698	1.7032376298	0.5263897373	1.8007330483	3.0905925473	0.1116676848	1.1865607819
605	RNODE_31_length_1357_cov_12.09363.fasta	17.7928089887	2.8856928839	0.1346816479	0	2.3751310861	2.1736329588	2.7385018727	1.6595505618	2.7092883895	1.0143820225	2.1019475655
606	RNODE_311_length_2760_cov_6.45983.fasta	16.2727538349	2.8353907962	0.6023009496	2.3157048941	3.2177501826	1.4542366691	1.4480277575	0.7918188459	1.9301680058	1.6773557341	0
607	RNODE_314_length_6164_cov_50.81211.fasta	314.3896939108	53.0298436991	38.6916313904	32.4745685444	36.8777596874	24.9205796158	21.4208075545	25.4672907848	33.0517583849	29.1073103224	19.3481439271
608	RNODE_315_length_1516_cov_8.44846.fasta	19.9697456494	6.7438420348	1.6246318608	7.4759705489	1.5184069612	0	0	0	0.1086345382	2.4982597055	0
609	RNODE_318_length_3470_cov_3.16589.fasta	23.6296403712	2.7163283063	5.0637470998	2.3482888631	3.7035962877	0.6810904872	1.9386890951	0	3.0037703016	2.0500290023	2.1241009281
610	RNODE_32_length_11742_cov_6.79514.fasta	110.8255802047	21.6659129693	6.7055290102	15.3611945392	15.8884982935	15.7809726962	4.9539505119	5.3007935154	11.6267406143	8.3479607509	5.1940273038
611	RNODE_320_length_4859_cov_4.38495.fasta	53.593487699	6.1625387637	6.3019847013	8.184804631	13.6163531114	1.0082695886	0.7457101509	0	5.3497622493	4.5582179037	7.6658465991
612	RNODE_322_length_4175_cov_18.22923.fasta	83.1436311101	22.4387671563	17.3040934264	10.2400915001	4.7202263424	5.6463761137	0.6484469059	3.4977606549	1.123043583	6.3801107633	11.1447146641
613	RNODE_323_length_1696_cov_4.05556.fasta	11.4811230585	7.9371565114	0	0	0	1.9581839904	0.7807646356	0.8050179211	0	0	0
614	RNODE_324_length_1537_cov_10.20528.fasta	21.5282508251	5.6599339934	3.4108910891	1.9409240924	2.1380858086	0.5	0.6224422442	0.839669967	2.6607920792	1.9375577558	1.8179537954
615	RNODE_33_length_1778_cov_2.60592.fasta	5.1425398633	2.4471526196	0	1.9245444191	0.0569476082	0.0533029613	0	0	0	0.6605922551	0
616	RNODE_336_length_3563_cov_7.20249.fasta	37.8420785089	4.7339452132	0	3.6263202485	5.5528664219	6.1338040102	3.5360914996	3.0706580062	0	7.6205309235	3.5678621858
617	RNODE_337_length_8771_cov_5.18162.fasta	17.0100468626	3.6552748886	0	1.2366670477	1.6769916562	0	1.340838953	3.4240484627	4.309063893	1.3671619614	0
618	RNODE_338_length_1509_cov_4.27236.fasta	14.376933423	2.3950907868	3.0241425689	0.5816408877	2.4496973773	0	0.707464694	0.784801614	1.1041022192	1.6434431742	1.6865501009
619	RNODE_339_length_1478_cov_5.31250.fasta	27.076510989	4.6843406593	4.3741071429	4.1192307692	5.0369505495	0.8118131868	1.400206044	1.5843406593	2.6864010989	1.1747252747	1.2043956044
620	RNODE_341_length_3219_cov_3.63466.fasta	16.4385048483	2.4276509227	5.7612761964	1.8760713169	1.6456990929	0	1.811667188	0.8116984673	2.1044416641	0	0
621	RNODE_342_length_1543_cov_10.88823.fasta	13.9833004604	1.8042077581	1.4642998028	1.1871794872	1.7971729126	2.0126232742	1.5934911243	1.5719263642	1.2160420776	1.3363576594	0
622	RNODE_343_length_2376_cov_8.77188.fasta	1097.9390399321	202.4720475786	113.3619796092	178.0651231946	108.2273152082	36.300722175	63.235768904	55.3988530161	116.8723024639	155.4528462192	68.5520815633
623	RNODE_346_length_1757_cov_2.65187.fasta	10.3037463977	2.8265129683	1.0146974063	0.2381556196	1.6531412104	0	0.6438040346	0.9258789625	0	2.2331988473	0.7683573487
624	RNODE_350_length_2314_cov_37.19546.fasta	11.0452443282	7.0386561955	0.2990837696	0.7206369983	0	0	0	0	0	0.59991274	2.3869546248
625	RNODE_355_length_1663_cov_6.12066.fasta	33.8103595369	4.6843997562	2.9636806825	3.8184034126	6.0585009141	3.4507007922	1.9304082876	5.747166362	1.1862279098	3.9708714199	0
626	RNODE_359_length_13543_cov_22.66711.fasta	57.9865098735	2.7502033873	6.6335330227	7.2892315657	13.5716662969	13.2995784335	3.6415205976	3.0749944531	1.8290880852	5.0080023667	0.8886916648
627	RNODE_36_length_1303_cov_4.84934.fasta	2.993598751	2.993598751	0	0	0	0	0	0	0	0	0
628	RNODE_360_length_7414_cov_9.06737.fasta	91.7484848484	12.4025027056	4.416599026	10.5227678571	9.9338474026	0.8214420996	9.0733089827	6.7763392857	14.3041531385	12.9895021645	10.5080221861
629	RNODE_361_length_3164_cov_8.88447.fasta	43.1296626353	3.9384468491	0.9640038192	1.1228516868	1.7092934437	13.7556651814	5.2653723743	3.8129217059	4.1075429663	1.8072883514	6.6462762572
630	RNODE_362_length_3387_cov_8.21902.fasta	65.4996731057	11.6251114413	11.0775928678	1.0854680535	8.2479643388	9.7007429421	4.0649925706	2.2990490342	6.29346211	7.5162258544	3.589063893
631	RNODE_364_length_1571_cov_3.81278.fasta	14.6167850225	1.804970949	2.2278244028	1.8304712718	2.3734667527	0	0.2650742414	0.7140090381	1.4593931569	2.4960619755	1.4455132343
632	RNODE_366_length_2053_cov_8.47415.fasta	6.3482520927	1.857065485	0	2.3497784343	0.7369768587	0	0	1.0873461349	0.1408173314	0.1762678484	0
633	RNODE_367_length_2322_cov_4.57652.fasta	53.7807826088	3.8173043478	3.2998695652	2.808826087	7.4039130435	8.605826087	5.5813913043	7.3052608696	8.2665217391	2.7736086957	3.9182608696
634	RNODE_368_length_1901_cov_5.06386.fasta	165.5199042044	2.1359233635	7.5520489622	9.2375731772	15.7617881852	37.7318254391	16.9667908462	26.4067589143	21.1456093667	5.9458222459	22.6357637041
635	RNODE_372_length_2448_cov_3.45466.fasta	237.6294311625	68.243198681	16.7592333059	38.3845836768	32.913561418	10.7677658697	11.7561830173	13.3934047815	15.8554822754	19.8777823578	9.6782357791
636	RNODE_374_length_1862_cov_9.75489.fasta	31.1096739129	2.2790217391	0	0	1.414673913	3.5077717391	5.3383152174	11.6502173913	0.9939673913	3.762173913	2.1635326087
637	RNODE_38_length_1552_cov_8.47059.fasta	47.1107189544	9.8903267974	2.2329411765	6.8168627451	7.2560784314	7.455620915	2.3018300654	0.4483660131	4.1580392157	2.9873856209	3.5632679739
638	RNODE_381_length_1819_cov_13.04118.fasta	5.5476349471	1.5637173066	1.7811908737	0	0.9954924875	0	0	0	0.9003895381	0.3068447412	0
639	RNODE_383_length_2253_cov_7.64097.fasta	162.0659345586	5.4108919767	9.6933662035	1.6287763335	8.7325414612	32.4777229942	23.0397579561	19.5469744509	17.3899148364	21.1447333035	23.0012550426
640	RNODE_386_length_2437_cov_8.66377.fasta	20.8019047618	3.3541200828	3.6964803313	1.7488198758	2.6920496894	0.9788405797	1.3578467909	0	1.7597101449	1.6316770186	3.5823602484
641	RNODE_390_length_5825_cov_8.78167.fasta	19.9558331897	3.1303119076	2.6430294675	2.7964328795	1.8078580045	2.4809581251	1.9108909185	1.5036015854	2.3544718249	1.3282784767	0
642	RNODE_392_length_2136_cov_7.00284.fasta	10.4417218543	3.3885998108	1.5799432356	1.7267738884	0.4517029328	0.4055818354	0.4782403027	1.675307474	0.7355723746	0	0
643	RNODE_393_length_3465_cov_6.98635.fasta	25.1279988382	7.2220737729	0.7717397618	6.6860296253	7.7449317456	0	0	0	0.7966308452	1.9065930874	0
644	RNODE_394_length_3642_cov_5.12873.fasta	115.5770718232	15.2944751381	15.3872099448	16.186878453	11.0944475138	7.3455524862	7.5688674033	12.1494198895	9.2378453039	12.2595856354	9.0527900552
645	RNODE_396_length_4766_cov_5.16589.fasta	17.0540682968	2.5521500843	5.3697512648	4.3291947723	4.8029721754	0	0	0	0	0	0
